"","tau1","tau1_Modifié","tau2","tau2_Modifié","tau3","tau3_Modifié","tau4","tau4_Modifié","p2","p2_Modifié","p3","p3_Modifié","p4","p4_Modifié","g1","g1_Modifié","g2","g2_Modifié","g3","g3_Modifié","g4","g4_Modifié","stab","stab_Modifié"
"Taux",0,0.742781083667905,0,0.754640932901322,0,0.757594693246309,0,0.744208046099392,0,0.747391206560789,0,0.751133728192576,0,0.74794282417081,0,0.750760875216364,0,0.74235831169005,0,0.756748706846256,0,0.768383271073369,0,0.717303777696315
"2",9.3040972346785,2.84196450909746,4.90252411201167,2.68656603347953,3.04754072762177,7.65791911912339,1.36935735529605,7.54386794352382,-1.94005842705193,-0.876882681465199,-1.87274168559721,-1.6325935929164,-1.25501199162931,-1.6140896202112,0.41344056837935,0.76767253891648,0.862414076352903,0.754028785903613,0.562139050527675,0.761324043432579,0.781759910653126,0.775139126618184,-0.005957464326037,0.0465185202530557
"3",8.97170690932022,7.51578201901292,8.84842842134833,2.68656603347953,3.04647874898866,2.8146103926804,1.21451813833956,2.93371313349736,-1.20745559234302,-1.618981619095,-1.27721014673295,-1.6325935929164,-0.92049244093498,-1.6140896202112,0.163041039311334,0.294675126926322,0.766688656526962,0.754028785903613,0.839444015400588,0.761324043432579,0.109853244952427,0.775139126618184,0.003470879048389,-0.0155164248159185
"4",0.716414776295121,7.51578201901292,7.66959964406565,7.51093594445442,4.48664083058949,2.8146103926804,2.34056298396795,2.93371313349736,-1.02747330413905,-0.876882681465199,-1.9389441526466,-1.6325935929164,-0.997373606480681,-0.859949747685817,0.446208906537321,0.294675126926322,0.976744082924302,0.754028785903613,0.929380522872661,0.761324043432579,0.36271777426931,0.283975839697261,0.028870543444887,-0.0155164248159185
"5",3.13411155161342,2.84196450909746,7.60877161603408,7.51093594445442,4.94375930178099,2.8146103926804,9.85757326996638,2.93371313349736,-1.12553095451115,-0.876882681465199,-1.84597485447561,-1.6325935929164,-0.554305007534195,-0.859949747685817,0.797109525792467,0.294675126926322,0.455449947148291,0.754028785903613,0.656946658473716,0.761324043432579,0.820923486481631,0.283975839697261,0.049860373483706,0.0465185202530557
"6",6.99920870915215,2.84196450909746,9.10924671643764,7.51093594445442,3.7840659093988,2.8146103926804,4.26778760341917,7.54386794352382,-1.85713917685067,-0.876882681465199,-0.670396827477973,-1.6325935929164,-1.90213281847761,-0.859949747685817,0.261792854117035,0.76767253891648,0.07792967216865,0.28415953462962,0.542883858522323,0.761324043432579,0.469931041283024,0.775139126618184,-0.01738490693393,0.0465185202530557
"7",6.71016636762265,7.51578201901292,3.76520418352323,7.51093594445442,6.92931443867021,2.8146103926804,8.81856192345691,2.93371313349736,-0.614589561907959,-1.618981619095,-1.20882589139371,-0.879992563848432,-0.574003776077751,-1.6140896202112,0.177889561089242,0.294675126926322,0.397976580119618,0.28415953462962,0.402045952122677,0.761324043432579,0.376630279179848,0.283975839697261,0.00595357056847,-0.0155164248159185
"8",6.95351155782518,7.51578201901292,1.37912500228657,2.68656603347953,5.71940003020014,7.65791911912339,7.87030742603241,7.54386794352382,-0.748997751247627,-0.876882681465199,-1.1865169283662,-0.879992563848432,-1.28898047828942,-0.859949747685817,0.371384852592056,0.294675126926322,0.633203555433068,0.28415953462962,0.732740894287254,0.289488062495639,0.380544478575059,0.283975839697261,0.016634297453816,-0.0155164248159185
"9",4.68985192749584,7.51578201901292,4.00774746209312,2.68656603347953,1.47857287590383,7.65791911912339,3.73378749230253,7.54386794352382,-1.41034431234687,-0.876882681465199,-1.23820427574315,-0.879992563848432,-1.39275102559166,-1.6140896202112,0.269708270661235,0.294675126926322,0.250364217202032,0.754028785903613,0.164941118523114,0.761324043432579,0.482439411001001,0.283975839697261,-0.038676583614291,0.0465185202530557
"10",9.84149648830214,2.84196450909746,1.41382159178999,2.68656603347953,9.76985554870019,2.8146103926804,7.64161626330592,2.93371313349736,-1.99136336778711,-1.618981619095,-0.857637206946418,-0.879992563848432,-1.87859446728545,-1.6140896202112,0.376355980566834,0.294675126926322,0.544415315810004,0.28415953462962,0.792039424640656,0.289488062495639,0.116262822352385,0.283975839697261,0.012383414173418,-0.0155164248159185
