tau1;tau2;tau3;tau4;p2;p3;p4;g1;g2;g3;g4;stab
2,95906002455997;3,07988520422811;8,38102539191882;9,78075443222607;-0,782603630987543;-1,25739482958732;-1,7230863114883;0,650456460887227;0,859578105752345;0,887444920638513;0,958033987602737;0,055347489172775
9,3040972346785;4,90252411201167;3,04754072762177;1,36935735529605;-1,94005842705193;-1,87274168559721;-1,25501199162931;0,41344056837935;0,862414076352903;0,562139050527675;0,781759910653126;-0,005957464326037
8,97170690932022;8,84842842134833;3,04647874898866;1,21451813833956;-1,20745559234302;-1,27721014673295;-0,92049244093498;0,163041039311334;0,766688656526962;0,839444015400588;0,109853244952427;0,003470879048389
0,716414776295121;7,66959964406565;4,48664083058949;2,34056298396795;-1,02747330413905;-1,9389441526466;-0,997373606480681;0,446208906537321;0,976744082924302;0,929380522872661;0,36271777426931;0,028870543444887
3,13411155161342;7,60877161603408;4,94375930178099;9,85757326996638;-1,12553095451115;-1,84597485447561;-0,554305007534195;0,797109525792467;0,455449947148291;0,656946658473716;0,820923486481631;0,049860373483706
6,99920870915215;9,10924671643764;3,7840659093988;4,26778760341917;-1,85713917685067;-0,670396827477973;-1,90213281847761;0,261792854117035;0,07792967216865;0,542883858522323;0,469931041283024;-0,01738490693393
6,71016636762265;3,76520418352323;6,92931443867021;8,81856192345691;-0,614589561907959;-1,20882589139371;-0,574003776077751;0,177889561089242;0,397976580119618;0,402045952122677;0,376630279179848;0,00595357056847
6,95351155782518;1,37912500228657;5,71940003020014;7,87030742603241;-0,748997751247627;-1,1865169283662;-1,28898047828942;0,371384852592056;0,633203555433068;0,732740894287254;0,380544478575059;0,016634297453816
4,68985192749584;4,00774746209312;1,47857287590383;3,73378749230253;-1,41034431234687;-1,23820427574315;-1,39275102559166;0,269708270661235;0,250364217202032;0,164941118523114;0,482439411001001;-0,038676583614291
9,84149648830214;1,41382159178999;9,76985554870019;7,64161626330592;-1,99136336778711;-0,857637206946418;-1,87859446728545;0,376355980566834;0,544415315810004;0,792039424640656;0,116262822352385;0,012383414173418
5,93011011760085;6,73087337437817;6,24513790053774;0,53328751282593;-0,702501235021046;-1,11691962966126;-0,507670728204865;0,239815632938209;0,563109593653352;0,164461028193514;0,753701355880644;-0,028411461267955
5,38129925652915;8,01452101703768;8,0951741572488;6,76924769920496;-1,97271385420545;-1,84933257978301;-1,68550457105667;0,359974025112588;0,173568816600156;0,349143850920014;0,628860423786381;0,028130199979247
1,61678683711417;2,93922810703424;0,819791186154762;4,19180384910867;-1,48488454526459;-1,28058145097331;-0,986815918029798;0,899698249387734;0,866545796305834;0,303920577803025;0,077610126111331;-0,0486167008033
8,55159820963844;8,31495222344878;2,54996382964303;9,92680728110744;-1,80862626682759;-1,16706123460778;-1,91602623400182;0,612403529208615;0,280982857520184;0,354342487890125;0,472192077743488;0,027755692422722
1,13210759360397;2,92032402330491;8,95107854465566;7,24858347796639;-1,84607954217829;-1,36277740864708;-1,82482360252211;0,352291990740888;0,524172882249252;0,599003855980165;0,674389868319682;0,014880432201733
7,02136199991397;4,37429363886033;4,77590415834652;8,83842594831276;-0,962391781186988;-1,40762695274189;-0,96583872738767;0,711099508262505;0,625363823866651;0,468334969702021;0,895143061005827;0,072508355558523
4,95224090481821;8,08867235232354;8,88331865624976;5,6945572196255;-1,68141419491175;-1,87706128759659;-1,50882029374329;0,305662026508872;0,307903841937671;0,889893892795722;0,879427907898293;0,065617204379854
4,1428304011016;2,43908920766944;1,29045594015738;9,45644318889404;-1,46929869766647;-1,766941258873;-0,698555961186008;0,800756745514446;0,840807129209329;0,917833435936101;0,793981811714133;-0,006965828148611
9,34612594367674;7,92002984757187;2,33527630767662;3,26918132842386;-1,10675268019072;-1,74707763942746;-1,72734359751821;0,836076237689777;0,713253578090513;0,161517853668334;0,515983284965043;0,041374406466202
3,9319535918755;9,1808897082158;6,06448032596261;6,29214742613888;-1,69508490733105;-1,88027317816616;-1,78863821753007;0,837263668885188;0,611780635329584;0,210692284364991;0,697465329147656;0,05278145082321
8,67689455715097;5,58332528932482;4,92540189980591;7,3562122896724;-1,39673198846508;-0,929289557595819;-0,50222578406001;0,595003445440603;0,983650729391923;0,245571184843254;0,454155494134516;0,062490510049181
7,38317662850136;5,25317348290767;0,92451657169658;0,744899381035951;-1,42921878649353;-1,42495107828332;-1,12193481287898;0,425513660036568;0,5611657185336;0,139627347493963;0,076750679144545;-0,026877869998716
4,54182914149442;1,96986157473015;8,51319290713967;7,56203555861037;-1,62641373668818;-1,76173122208565;-0,974689729271666;0,409785101066099;0,121397365936366;0,165887906577854;0,45798213237628;-0,016227449886842
5,97318647796828;6,04311848916973;5,9960449836661;1,07693958243215;-0,989549142506556;-1,07902571955567;-1,75964325241939;0,350474935760746;0,128154394470496;0,548860907231716;0,503974237784797;-0,023013133940344
7,25334606801501;7,73351662336675;1,62109081050867;7,89061038035071;-1,37785475734639;-1,44953230230508;-0,739853214236384;0,936087467029674;0,927722330653301;0,824221605405123;0,100471728226073;0,047860652216689
6,19248143447653;2,53387729804416;1,66237974259751;5,16392354484895;-1,35595374186562;-1,43284564145016;-0,673592706617038;0,168277025810112;0,408494818382023;0,328541483094271;0,253585836609703;-0,03611955807982
5,89569345231323;1,09630195942208;1,31173185300278;8,77786837292996;-1,06313921400319;-1,374426713503;-1,63160369715869;0,867790601577518;0,141838850859673;0,343262439409361;0,711898597795268;0,020087756368234
0,727076790719363;6,42555418628185;6,26909394931071;0,786910858371004;-1,18786613128845;-0,687734538989735;-1,03757819660011;0,471442103223066;0,061328848382063;0,221905026793187;0,647616792817241;-0,046374165983127
1,80781872293327;7,02035577512137;6,67692890277124;5,16964822716473;-1,18847058920268;-0,819163766617642;-1,66465328709338;0,127657732817716;0,160127434033125;0,171724010033894;0,838403503614675;-0,008638412328309
9,03414663642432;1,07163499989597;5,4783419879778;9,41252491868344;-1,16325253805559;-1,65395445267319;-0,587932485315378;0,253608875583038;0,778670480134004;0,287025561205128;0,221631366997265;-0,033244917638981
4,47789615181807;2,1595815183094;3,57689689965592;1,79584584373885;-1,54036922149621;-0,882204831202352;-0,529198199447209;0,702599246083022;0,397860502922635;0,785096490948474;0,643629575397432;0,033176981166218
3,43254862102449;0,944068374361633;3,32477130123085;7,73535636691332;-1,49594916077453;-1,39869003307117;-1,23998525955657;0,408973718162426;0,392226079445173;0,330908729781676;0,655999006059108;-0,022913290735118
4,78071330094865;8,45334255746003;2,75518794596618;4,24978929144039;-1,15415757612057;-1,15840304162763;-1,79954398170807;0,063362193778054;0,987507304944471;0,791912254627119;0,292634388226655;0,021233627095404
9,93605035330734;4,40654158307195;6,82548256598869;4,8551365943656;-0,962996982034028;-1,49164510923186;-1,69489188658483;0,955617589180665;0,787557445555592;0,667851721721907;0,637185671909518;0,076108254882768
3,69909557555313;7,88069031229273;8,29124421474418;2,37123788615132;-0,590451860592165;-1,57917098011974;-1,20455740659753;0,275612627578159;0,082105608257301;0,662142574093627;0,061665343758431;-0,014002497943003
9,85346181120317;7,18102283164953;1,68908375513131;1,70549198673241;-0,676758056375081;-0,510617968486831;-1,20120794617141;0,953620611836958;0,657751775773623;0,788264275069049;0,082659636787711;0,021385424401726
7,21296752386029;3,81571985705203;8,8662079819718;6,51775706954577;-1,65246484248331;-0,54715133397677;-0,59678404069203;0,417993053623149;0,058523018250418;0,578285993986588;0,314434099510369;0,022006243391586
9,65991998277443;5,01211894823856;0,791174717333808;7,43723709707182;-1,68225218686006;-1,06991433569737;-1,13441308952944;0,354385405266908;0,778998571762109;0,31503449221923;0,638421100667402;0,024732900541245
2,48220278424179;2,98440346964895;4,9337854542831;1,89181260750744;-0,910373043328233;-0,847904196972155;-0,863526646450919;0,316414039653476;0,598836013407282;0,263953033489761;0,888316118460742;-0,019347737426664
1,49218872607205;9,79709296741197;2,55281063054377;7,19469647937642;-1,8514937934918;-1,41403610700899;-0,583463353729923;0,799481515463581;0,654333089808831;0,32163781636517;0,268789669713002;-0,027008557606286
8,23421911818654;8,83525617171532;1,59934544876611;7,62040103067845;-1,65465562641161;-0,600065552451671;-1,72623884644554;0,812149886893758;0,143850509502519;0,980108942415168;0,654095210241171;0,025399726067389
4,86190329969986;6,14534512134815;8,81162194488258;9,24212875448136;-1,58959435001619;-0,814255047075893;-0,601332629133388;0,223498148677044;0,14803372452912;0,687915928889991;0,903221919938528;0,052877575301093
4,04407080759471;8,73796761025575;0,896589230799873;8,4620145750171;-1,65227421511498;-0,583774460008601;-1,30700616391867;0,777571676258638;0,452660468495566;0,53756751143973;0,755847944095472;0,021924221787056
4,13059342073561;6,00209632273564;1,65517358242424;1,54877294012755;-1,14775468133548;-1,01536576742633;-0,65975961148534;0,783161160990573;0,705585718356643;0,364066309517074;0,617826172501391;0,01661997656822
3,86652730863851;2,68584764647898;8,28928974899072;4,76698601133006;-0,763482680318458;-1,96518518817888;-1,23276133878471;0,78165341809014;0,832337007060605;0,862932944952751;0,238282381648618;0,040704927797328
9,23469681095942;5,40755900162045;3,76159923331948;5,17246806484824;-0,550407644471922;-1,55388097074348;-0,623879799601063;0,625206959986782;0,089422124512929;0,072008093614311;0,172636291845309;-0,011970123082948
8,39404503514825;5,74869233101569;1,97252848811996;5,56856696210402;-0,66404452963256;-1,34931857017755;-1,35573244407573;0,782084076093746;0,367548833137683;0,218638741859193;0,133181990004274;0,012499818195309
4,35222308100356;4,95951535644772;7,12965669810187;3,80154992894169;-1,55141866270006;-1,21690465679324;-1,50898926571606;0,799212076099723;0,626340694692415;0,760878961771054;0,504879871496597;0,074753573664854
7,66079579444337;1,30031678689623;7,6464417415921;6,77835512610903;-1,31537000873982;-1,82601140335732;-0,519922039277898;0,548837056734045;0,179855140268416;0,528381542993687;0,722353092914923;0,045726802185307
9,81812809445219;0,511597142503376;8,58898740322161;5,26007226288414;-1,10785702494299;-1,47867690854887;-0,809102300349949;0,931287341264425;0,599962528375323;0,29164331603908;0,384294639896642;0,011188710435717
0,50401426172707;1,14209406597184;6,65142652915706;4,52722749641616;-1,74832297856129;-1,82355757055389;-0,756275460887398;0,129387731373367;0,225295477190729;0,312797029970689;0,658453830919069;-0,018809906770879
6,58774307635393;8,55277522544775;6,71696073709148;7,91740903888713;-1,41624379248756;-0,752603758202831;-1,719849079916;0,543917338180749;0,58477645014912;0,970892779190125;0,727172229408394;0,089072571874092
9,28575403724697;1,05225476913985;3,34455486119043;8,79104078446898;-0,989738354814646;-0,693916183530761;-1,74098955370203;0,890949250363854;0,179388964941195;0,704158376806418;0,706239051096461;0,041685164542672
5,15020757152322;6,97037738335149;9,90406212069881;1,08482815456977;-1,56208863399057;-1,07971978081579;-1,6331056427467;0,690585361395691;0,68239335794254;0,808117505104733;0,481229080866883;0,041689426481057
6,74521435313124;3,12712312110038;3,92716530235617;7,7579885065924;-0,846231223281589;-0,688376810929726;-1,87385134683148;0,757866706937889;0,832285770962534;0,379493541632433;0,242668907494299;0,035486106463763
4,72979765981223;8,43474066862767;2,20728055471667;9,00113592863475;-1,89461633145834;-0,984437481844262;-1,32981086575253;0,529685304742925;0,396811506515681;0,5808408918186;0,97908578764832;0,041355448854685
9,97041327098946;5,96858182069508;2,34262311605545;3,08351606695568;-1,54606253899677;-0,964770468901214;-1,26127522731377;0,427141832760229;0,972374602542913;0,38736759983562;0,903835773038351;0,034425649575354
2,91804953946372;1,49278870775764;8,63437614631279;3,28980577215442;-1,58076853335913;-0,735708919376391;-1,61234485485679;0,315825601499547;0,817872451784109;0,762099199028712;0,278032880929962;-0,028759808160054
4,9852500460704;5,31630680036639;2,62322983923801;6,90792560964871;-0,542270283731166;-1,849743002933;-1,14804549776484;0,955231715889807;0,161374435277629;0,318092070723203;0,953996746130716;0,060267001763743
7,47637125590862;5,71140671776014;7,38255279641525;9,37752221709867;-1,05923268002095;-0,69367963824037;-1,09121268841821;0,171155693889289;0,511483960276728;0,835334817294076;0,519006781664151;0,055867105427886
3,9898504245833;9,54598877757237;1,2191374458245;7,3544582501001;-0,58725894994745;-1,54570456996384;-1,83213737769593;0,442927870360343;0,612155473810246;0,304396707586088;0,199837425156209;-0,009185226527133
4,55761700754621;4,31132651185223;5,61384363144016;9,25961692720992;-1,0632671583054;-0,950833402657846;-1,83796963748217;0,975159283731857;0,957579040152995;0,386146325345598;0,515684664548405;0,072156759317642
4,61453704872731;1,45148563498077;1,44263751473451;5,04185482899795;-1,69426017939062;-1,31165762718103;-1,476157265832;0,629163288897295;0,198149574877385;0,148454104513754;0,386783996372773;-0,021029023877108
5,34140595787752;7,43879122360026;7,63658719677568;3,31298499437135;-1,87613827333384;-1,11484648877431;-1,37584631035663;0,378846094504304;0,896404340193032;0,478029595147583;0,734624620829408;0,05965502695619
9,64539209639471;7,90323549366794;8,77307847978028;5,9836444429789;-1,77956387341857;-1,29956336268483;-0,793748142449511;0,944564444776316;0,658796398004032;0,109068832596788;0,479167882785335;0,062369928419832
