tau1;tau2;tau3;tau4;p2;p3;p4;g1;g2;g3;g4;stab
-0,776153423027471;-0,780192563132902;1,14202657284141;1,68875397643105;1,08884302677492;-0,011199261184576;-1,06272248291308;0,459471496477649;1,22278580535958;1,32055505758865;1,52340210645291;1,09256913796091
1,56564294008293;-0,122949371060008;-0,774181494844923;-1,45786253814339;-1,60664109634803;-1,42780261465355;0,012370862943781;-0,408747132237821;1,23318595880714;0,121483712399488;0,89451591369491;-0,5805670076318
1,44296588882533;1,29994286108068;-0,774563041273302;-1,51578628525971;0,099446533360911;-0,056816532881662;0,780709837657975;-1,32599168262681;0,882138929325915;1,14362461979997;-1,50261945750335;-0,323248451911545
-1,60385833825764;0,874857461454909;-0,257143310414627;-1,09454457297344;0,518589813899146;-1,58020875098811;0,604125850899627;-0,288712642905622;1,65246026714067;1,47512890209101;-0,600484476129451;0,369959750073775
-0,711546232267902;0,852922887831884;-0,092910326255284;1,71749110787941;0,290232870174465;-1,36618211174814;1,62178497526472;0,996679873357764;-0,259244671661366;0,470942779815925;1,03423828537761;0,942814655321787
0,714965570083443;1,39399388132581;-0,509563597877313;-0,373589806553954;-1,4135385033321;1,3401415804014;-1,47396424537744;-0,964251529565468;-1,64369794793337;0,050509435261894;-0,217983858499352;-0,892445023807484
0,608287187945783;-0,533066688876326;0,620457577024255;1,32880772605169;1,48011468352143;0,10061234563119;1,57653999154263;-1,27159970460348;-0,470012666269127;-0,468616450239986;-0,550849371545036;-0,255490780083533
0,69809988131942;-1,39348632049811;0,185760958087627;0,974075541335425;1,16710449805703;0,151970293638124;-0,065649426629279;-0,562802438420626;0,392618504090721;0,7503189136175;-0,536884834059166;0,036007854091641
-0,137360922782948;-0,445605635596743;-1,33787841058334;-0,573353716527097;-0,373041312722277;0,032979729355585;-0,303994108589553;-0,935256376434592;-1,01134099484837;-1,34258042659926;-0,173358232623594;-1,4735379342666
1,76398371823741;-1,38097473790109;1,64100383040915;0,888524546323423;-1,72612019277553;0,909091438730508;-1,41990034213499;-0,544592579715529;0,067011702582633;0,968892186009934;-1,47975225661936;-0,080007346332048
0,320387711736334;0,536352973628324;0,374647438885621;-1,77062760553863;1,27538572138897;0,312191745612546;1,72889660533855;-1,04475681818962;0,135567899224411;-1,34435003056346;0,794412495254079;-1,19338198835402
0,117835191406957;0,999236033215994;1,03932627903547;0,562180503176962;-1,68268915085989;-1,37391200405852;-0,976403115775104;-0,60460171559949;-1,29296731007507;-0,66361260456944;0,349022340083593;0,349754279849584
-1,27155327090361;-0,830913481660767;-1,57456471760352;-0,402014541941675;-0,546630825718191;-0,064577685548348;0,628375206439135;1,3724750994884;1,24833792177332;-0,830304742377371;-1,61765198299726;-1,74482383224352
1,28791415430485;1,10757146063209;-0,952950334771243;1,74339083426662;-1,30056149621413;0,196759668529803;-1,50587524315618;0,320078885243742;-0,899055431097531;-0,644450526053067;-0,209917246346763;0,33953321134112
-1,45043639674521;-0,837730290124813;1,34683459593307;0,741495052672419;-1,38778279367648;-0,253802783791777;-1,29639709392122;-0,632741960868996;-0,007221935503196;0,257366694926035;0,511455974832503;-0,01185867512473
0,723141801998084;-0,313429164310087;-0,153217123836406;1,33623865198298;0,670151855390905;-0,35705189272237;0,67655652533934;0,681614505016798;0,36386841364113;-0,224276372844366;1,29902858499712;1,56092388257773
-0,040519638411299;1,02597498852504;1,32248990329748;0,160149927260448;-1,00430965010778;-1,43774686417431;-0,570587024615976;-0,803553306784236;-0,800330018060397;1,32958192309794;1,24296224230266;1,37285043233038
-0,339253043921384;-1,01126345953877;-1,40546484096324;1,56743249977295;-0,510334458128722;-1,18423715586854;1,29046314489537;1,01004009183145;1,15394833702703;1,43256655588643;0,938119516445409;-0,608087295360088
1,58115469747993;0,965162538143987;-1,03008301397017;-0,747158069675917;0,333963770476122;-1,13850868639842;-1,07250080162867;1,13941977493592;0,686180263494834;-1,35519851674611;-0,05368505348886;0,711215455959069
-0,417082460606677;1,41982832851381;0,309740998972732;0,383702233204998;-1,03614604527699;-1,44514102716935;-1,21328493636058;1,14376948276886;0,314055751597014;-1,17394248609329;0,59378140212939;1,02253676262084
1,33415793841504;0,122547384788581;-0,099505751944212;0,781757876227262;-0,341340892950435;0,744139007069355;1,74140278858838;0,256340218993353;1,67778852091635;-1,04537951211148;-0,274265666673197;1,28751662156466
0,856678636107566;0,003494715501436;-1,53693910483854;-1,69146579768439;-0,416996243461349;-0,396934138155525;0,318028283763159;-0,364521899186676;0,128439264137595;-1,43588651255889;-1,62071819863244;-1,151527181545
-0,191992473463661;-1,18046684149491;1,1895115615295;0,858754229056713;-0,876224421716816;-1,1722430170953;0,656227161334673;-0,422137562661888;-1,48429196357412;-1,33909058356009;-0,260613517721011;-0,860855680501132
0,336286131352158;0,28834871223142;0,285153630061505;-1,56725299787715;0,606907712715343;0,399428138562879;-1,14668804622733;-0,639398058763811;-1,45951239301346;0,072540724871857;-0,096529265698208;-1,04605071963783
0,808761386090078;0,897905910231084;-1,28667473544991;0,981670666231838;-0,297379541766815;-0,453523107517282;1,19560982764865;1,50577331973355;1,47268627872682;1,08751510162846;-1,53608953114339;0,888238218312967
0,417222478073737;-0,977082894851856;-1,27184049671957;-0,038354633750077;-0,246376392694027;-0,415108383375263;1,34779982785229;-1,30681161427848;-0,431439878559165;-0,739552546552284;-0,989830260664024;-1,40375153687524
0,30768537147702;-1,49547224798502;-1,39782085613759;1,31358469033555;0,435530938423049;-0,280620901351499;-0,852601256956946;1,25559342571456;-1,40932835857181;-0,685291377255856;0,645274415316149;0,130259731097699
-1,59992325233532;0,426254941084096;0,383254339780254;-1,67574973920147;0,145066527707706;1,30022805841106;0,511782209139229;-0,196280311922259;-1,70457696928234;-1,13261252748524;0,415938710964114;-1,68362052237632
-1,20104812481308;0,640740264111854;0,52978079992684;-0,036213089396532;0,143658864344573;0,997661980786478;-0,928510984781337;-1,45560512549873;-1,3422599371626;-1,31757881551449;1,09660106505784;-0,653735499752796
1,46601084837463;-1,50436714820274;0,099153909532815;1,55100312982736;0,202386735803755;-0,924127776910686;1,54454792963618;-0,994230458594404;0,926079019561802;-0,892579457162355;-1,10383298349157;-1,3252967864407
-0,215588559309791;-1,11205387127606;-0,583995034889088;-1,29831761252209;-0,675843702426189;0,852533777684845;1,67945137815167;0,650476989742595;-0,470438347924695;0,943300662441647;0,40171366990173;0,487491143527037
-0,601400488339142;-1,5503676455092;-0,674578421958044;0,923591748048802;-0,572398134762927;-0,336478015970456;0,046884911196297;-0,425109758933354;-0,491101068738025;-0,730826919594202;0,445843608290965;-1,04332579667449
-0,103826236247196;1,15747498485138;-0,879217656769056;-0,380322788624462;0,223567109827529;0,216691882517527;-1,23833376728722;-1,69112766429086;1,69193146637591;0,968423439721564;-0,850518256403074;0,161532860304817
1,79888121211406;-0,301800562670496;0,583152984503873;-0,153868633266388;0,668742461883665;-0,550471914411827;-0,997964308157595;1,57731458092562;0,958669556307668;0,511138638728418;0,378724005164058;1,65917241448479
